aca62a68-70dd-4b43-a5c7-9027385eb281;START_PILOTING;5;5;2;1;0;2000;0;0;15;1;
38abe1a6-2630-4539-b9ed-83ff80d1d08c;START_SHIELDS;11;4;2;2;0;1000;0;0;37;0;1;
1134476d-9b2a-45e3-87e8-141e264d1d20;START_REACTOR;3;3;2;2;0;3000;0;0;48;0;1;
2c47914d-5286-491e-80ce-a4500c68b303;START_O2;7;5;2;1;0;1000;0;0;16;0;1;
e30b911f-f124-457d-98f2-b14dd58d00c8;START_SENSORS;2;2;2;1;0;1000;0;0;2;1;1;
664caf03-bdec-4cee-86a4-44db2d197bcf;START_DOOR;2;8;2;1;0;800;0;0;3;1;1;
1534719d-46bd-465d-9ab9-b5dc9ba9e86d;START_MED;3;5;2;1;0;1000;0;0;16;0;
530ba58b-14b3-4dda-804c-d5233b96163e;START_HD;3;6;2;2;0;800;0;0;48;0;1;
6b821842-4e56-4c8d-89ca-fdce3137c3b8;START_ENG;1;5;2;1;0;800;0;0;1;1;1;
2ce4bcd1-514a-4a7e-a272-057f5b50bf57;START_PLAS;9;5;2;2;0;1000;0;0;45;0;0.0;0.0;0.0;0;
