e8f33df8-105a-4f9a-9916-a566fbc4082d;PILOTING1;14;7;1;2;0;5000;0;0;19;1;
87872dd3-8a8c-4012-85fa-39f44c2e5ca6;FISSION_REACTOR;5;5;2;2;0;3000;0;0;49;0;1;
6a1503d0-9195-4b00-833c-1c00869e6c23;Basic_laser1;9;8;2;2;0;800;0;0;56;0;0.0;0.0;0.0;0;
1d703b61-cde8-4b87-927e-47a91d04e4a5;Basic_laser1;9;6;2;2;0;800;0;0;55;0;0.0;0.0;0.0;0;
d8d6542e-8fe8-4f89-a072-960a1fcd5889;Basic_laser1;3;7;2;2;0;800;0;0;45;0;0.0;0.0;0.0;0;
e39ba588-3b89-430f-b38f-fc59f13b8b3e;HYPERDRIVE1;5;9;2;2;0;1000;0;0;47;0;1;
4c8f5c03-e36e-44d4-a677-d23124a0a6f3;ENGINES1;5;7;1;2;0;1000;0;0;21;1;1;
fb2ba67a-5490-483a-b5ff-7e65f9dbf128;SENSORS1;13;6;2;1;0;1000;0;0;8;1;1;
eca074a5-863e-4359-868c-c41da378e432;OXYGEN1;11;6;2;1;0;1000;0;0;2;0;1;
0a8de2ba-942f-48aa-9a29-f8752415fc02;DOOR_CONTROL1;13;9;2;1;0;1000;0;0;8;1;1;
f583b19b-af91-4a62-8cda-aab525fc72ff;MODULAR_BASIC_SHIELDS;12;7;2;2;0;1000;0;0;46;0;1;
