7561a943-ff43-48b5-91db-c04f961fbdd5;START_PILOTING;14;6;2;1;0;2000;0;0;1;1;
304f0eeb-a87a-47fd-9525-5d3183f4dec7;START_REACTOR;6;4;2;2;0;3000;0;0;48;0;1;
5fe68873-0c17-47ef-998a-205cff8511d5;START_LAS;9;4;2;2;0;800;0;0;46;0;0.0;0.0;0.0;0;
2332d085-34b4-4e4c-bab2-ac5e7484bc28;START_ML;9;7;2;2;0;800;0;0;46;0;0.0;0.0;0.0;0;
f244d2eb-5b23-42e7-8783-418e2836cfa5;START_O2;6;6;2;1;0;1000;0;0;14;0;1;
3f8a0895-7233-43df-bb5f-960b4d6ea44f;START_SENSORS;10;6;2;1;0;1000;0;0;14;1;1;
6acdda96-43c2-402c-9573-4f72f42ae625;START_DOOR;4;5;2;1;0;800;0;0;1;1;1;
a19ecb7e-c75e-4a68-b3d2-cdcc8df1f921;START_MED;8;6;2;1;0;1000;0;0;13;0;
8000cb22-067c-4e98-8d34-be7a589ba690;START_HD;6;7;2;2;0;800;0;0;48;0;1;
28a3f80b-0f48-4c47-a9c0-ade777f6f97a;START_ENG;4;7;2;1;0;800;0;0;1;1;1;
