8fee24fa-09de-42d7-856b-6a9ab0cbf2eb;PILOTING1;13;7;2;1;0;5000;0;0;1;1;
945bc48d-b019-4677-9988-653334faea22;MODULAR_BASIC_SHIELDS;4;5;2;2;0;1000;0;0;50;0;1;
94ae31c0-7458-4b44-aba5-0c9fbe0f75aa;FISSION_REACTOR;4;8;2;2;0;3000;0;0;48;0;1;
52f45a7d-44d4-49f0-8d0e-c672b0df92bd;Basic_laser1;8;5;2;2;0;800;0;0;41;0;0.0;0.0;0.0;0;
a2f569e3-9f72-49ef-b6a8-79155b71a303;Basic_laser1;8;8;2;2;0;800;0;0;46;0;0.0;0.0;0.0;0;
9cc03d70-04e4-4ff1-bfe6-e235ab25a598;OXYGEN1;9;7;2;1;0;1000;0;0;2;0;1;
c495d1d7-bda4-4ba5-aabd-dcf70cf474d6;DOOR_CONTROL1;4;3;1;2;0;1000;0;0;19;1;1;
a4f6e67e-a4e1-4429-b714-0132c7312575;ENGINES1;5;7;2;1;0;1000;0;0;14;1;1;
cc68defe-48a7-4b8c-bef5-5e5dd2c272e0;SENSORS1;4;10;1;2;0;1000;0;0;19;1;1;
6da2b614-189d-46b2-a7a4-f7efcc99d21b;HYPERDRIVE1;11;7;2;2;0;1000;0;0;62;0;1;
