d5c95549-ac80-4c5f-ab0f-bbfaad8e48cd;PILOTING1;9;8;2;1;0;5000;0;0;1;1;
bba04b3f-daa9-49a1-95d9-0e809e78adcd;MODULAR_BASIC_SHIELDS;4;4;2;2;0;1000;0;0;56;0;1;
227479ff-e416-4f73-b60d-efcac6aaedd7;FISSION_REACTOR;6;5;2;2;0;3000;0;0;45;0;1;
2689d827-2bba-4435-a845-0ea345b706d6;Basic_laser1;5;2;2;2;0;800;0;0;57;0;0.0;0.0;0.0;0;
ab678a47-5742-4284-83bf-028023599ca4;Basic_laser1;5;8;2;2;0;800;0;0;57;0;0.0;0.0;0.0;0;
29a744d1-e643-48cd-85ce-d2063cc085fb;OXYGEN1;3;5;1;2;0;1000;0;0;26;0;1;
82eefce7-8f76-4dbe-81e5-73d4065d1e1a;SENSORS1;9;3;2;1;0;1000;0;0;1;1;1;
f951668c-10d3-459f-a254-b14abf716b1b;DOOR_CONTROL1;7;3;2;1;0;1000;0;0;1;1;1;
9df5fc9f-d79d-4eba-944a-2d719f269af0;HYPERDRIVE1;4;6;2;2;0;1000;0;0;55;0;1;
34f601dd-b7cd-44da-9b5a-1e2ad61a54e1;ENGINES1;7;8;2;1;0;1000;0;0;1;1;1;
