7820c5ae-2647-4a8f-b9d6-6397607153ba;PILOTING1;12;6;1;2;0;5000;0;0;26;1;
f42f93f3-26b9-4ee7-ae04-b45264a59818;MODULAR_BASIC_SHIELDS;3;2;2;2;0;1000;0;0;47;0;1;
1c4d27e0-2b46-47c2-8231-e9533ebbd92b;FISSION_REACTOR;3;10;2;2;0;3000;0;0;47;0;1;
210699fa-9e18-43da-b07d-6fed940a97c7;Basic_laser1;4;4;2;2;0;800;0;0;50;0;0.0;0.0;0.0;0;
fa4e6dcf-2d07-4ba4-a7c0-bbd71080aeea;Basic_laser1;4;8;2;2;0;800;0;0;48;0;0.0;0.0;0.0;0;
61ff782d-f302-46df-a570-a0ba20845320;Basic_ML1;2;6;2;2;0;800;0;0;46;0;0.0;0.0;0.0;0;
a7a92f47-dd88-4a77-889a-df799533fef7;SENSORS1;11;6;1;2;0;1000;0;0;26;1;1;
d8445e0d-5d27-480e-be2a-e7b48a552d0e;OXYGEN1;9;6;2;1;0;1000;0;0;3;0;1;
dc73cc16-0b53-43a0-8611-3deadf2d9a22;HYPERDRIVE1;5;6;2;2;0;1000;0;0;57;0;1;
3fd06176-ac5a-4dcf-9967-5b2f173a2c76;ENGINES1;2;5;2;1;0;1000;0;0;2;1;1;
