fd524d9e-afff-46a7-9207-bad6d701c81e;START_PILOTING;5;5;2;1;0;2000;0;0;15;1;
dfa4dad5-7653-48eb-a04e-4b22f88c82f0;START_SHIELDS;11;5;2;2;0;1000;0;0;48;0;1;
352ead23-e8ab-480d-9f37-b8edfb918b54;START_REACTOR;2;2;2;2;0;3000;0;0;38;0;1;
477a4f44-d48b-4a3b-a7c4-e5d2c0e9099d;START_O2;7;5;2;1;0;1000;0;0;16;0;1;
e8f2ebd6-27f3-4038-8ee3-e943e70d67ac;START_DOOR;3;4;2;1;0;800;0;0;5;1;1;
3486c880-8a40-4d5e-a41a-002344385a92;START_MED;3;6;2;1;0;1000;0;0;5;0;
819cc16a-ef13-4a41-a7cb-04c218470de7;START_HD;2;7;2;2;0;800;0;0;40;0;1;
ac71a009-7442-4322-a86c-10003f68e7d2;START_ENG;3;5;2;1;0;800;0;0;14;1;1;
aaccc6c3-9129-4968-96ef-b55e074d4d74;START_SENSORS;9;6;2;1;0;1000;0;0;3;1;1;
e85a8591-a49a-4ec8-944c-2d4a0a49be02;START_DLAS;9;4;2;2;0;800;0;0;53;0;0.0;0.0;0.0;0;
