2607698c-9497-451f-b692-321afae0427a;START_ENG;5;6;2;1;0;800;0;0;4;1;1;
7594c13c-1cc3-49ce-a16e-c52546b31a53;START_HD;5;4;2;2;0;800;0;0;46;0;1;
18fbc791-ac27-4759-94c0-62d5f74ce1ac;START_MED;11;6;2;1;0;1000;0;0;1;0;
ca90ffee-1dc7-4804-bc14-fe3dc59d26d7;START_DOOR;8;3;1;2;0;800;0;0;24;1;1;
df1c7de9-cace-44ad-9729-ec59df93c695;START_SENSORS;6;10;1;2;0;1000;0;0;19;1;1;
6f0ff0f1-c2a7-4824-8868-3ac3f8cf17e7;START_O2;9;6;2;1;0;1000;0;0;14;0;1;
62edf5d3-3bb6-4df8-9e9e-065925caca82;START_LAS;9;4;2;2;0;800;0;0;48;0;0.0;0.0;0.0;0;
f7258a12-1bdc-4ef3-a896-af8ace492736;START_LAS;9;7;2;2;0;800;0;0;48;0;0.0;0.0;0.0;0;
7825bae8-ef5d-47d1-95e4-f83af879a1e0;START_REACTOR;5;7;2;2;0;3000;0;0;46;0;1;
b384eba3-1cd3-4974-9648-f6d218b12614;START_PILOTING;13;6;2;1;0;2000;0;0;1;1;
